grade,user_name,text,date
10,Pmango0312,"People, stop freaking out about the whole 1 town, 1 switch thing. Honestly, you probably have two switches/ switch lites if you really want to play with anyone in your family. Everyone is just looking at the game’s one multiplayer flaw and immediately giving it a zero. No one is looking at the game by itself, and I see a extremely polished Animal crossing game that me and my brother arePeople, stop freaking out about the whole 1 town, 1 switch thing. Honestly, you probably have two switches/ switch lites if you really want to play with anyone in your family. Everyone is just looking at the game’s one multiplayer flaw and immediately giving it a zero. No one is looking at the game by itself, and I see a extremely polished Animal crossing game that me and my brother are having a blast with. There are some quality of life issues, for example selling stuff doesn’t let you select multiple items to sell at a time( same with buying), but those can be easily overlooked. It’s probably one of the best looking switch games, and the music is phenomenal! Definitely a game you can really sink your teeth in until Nintendo eventually gives us another great game to play. I haven’t gotten to try out the online yet, but it does look really fun going to your friends islands and helping them too. Hopefully this has convinced you to get this game, and don’t listen to the whinerscomplaining about one problem who don’t see the game for what it truly is.… Expand",3/20/20
10,kiddxan,"This review contains spoilers, click expand to view.                                                                                            Ich liebe alles an diesem Spiel. Auch das neue Craften ist so eine gute idee gewesen. Die Musik ist auch wie in allen Vorgängern schön und beruhigend. Es fühlt sich einfach an ein perfektes Spiel… Expand",3/20/20
10,Elleeooo,"That's a fantastic game, the beat animal crossing since the first hours player i can't ask something better",3/20/20
10,AnkIMonkey,"As this was my first Animal Crossing, I had my hopes high. Perhaps even higher than reasonable. But thankfully, months of hype and a pre-order didn't go to waste, as this is already one of my favorite switch games. Thanks, Nintendo, for another great game!",3/20/20
10,no_uu,"After some hours of playing,i can say my opinion.its a good game,its really relaxing,and with this game you can take a break.this game is really good in this period because of the quarantine.the bad thing is that at the very first hours you can't explore that much because of the 2 rivers; also this game is not for everyone,not everyone can appreciate this game.but anyway,its a really goodAfter some hours of playing,i can say my opinion.its a good game,its really relaxing,and with this game you can take a break.this game is really good in this period because of the quarantine.the bad thing is that at the very first hours you can't explore that much because of the 2 rivers; also this game is not for everyone,not everyone can appreciate this game.but anyway,its a really good game.it has some really good graphics and i didn't see any graphic problem.so yeah,i reccomend this.(p.s this game is is even better with headphones!relaxing music+high quality sound effects is the best!you should try if you have some headphones.)… Expand",3/20/20
10,Myohmy,This game is already a 20/10 just playing less than 5 hours. It’s already blown new leaf out of the waters.,3/20/20
10,Rankaku,"As a vetern New Leaf player, I really enjoy this recent release. Its really relaxing and fun to play each day. This type of game isn't for binging in one sitting, it takes time to fully play it.Defo recommend it for any switch owner!",3/20/20
10,SuperDelphi,"A brand-new Animal Crossing experience! And a fresh one. The in-game content seems endless, while the typical atmosphere of the franchise is fully present.Nothing to say. Awesome",3/20/20
10,skai90,This Game is perfect after a hard day of work to relax and have a good time.You can play it 10 min a day or 4 hours a day - its a lot what you can do.When you like NL you also will love NH!,3/20/20
10,ZachPack,This is the second best looking game on the switch in terms of art style and graphics and the game play is just like good old classic AC and i love the new mile system to keep doing daily activities in-game i hope the future updates keep the game going for years.,3/20/20
10,Edgery95,"From my first 4 hours of playing, I can tell this game is an absolute master class in creativity.  I don't normally enjoy games like this but there's just something about the charm and progression system that fills me with joy. If you're on the fence and want a completely lax, joy filled experience, then I can't recommend this game enough!",3/20/20
10,Sorites,"I haven't played animal crossing since Wild World on DS. This game is HD and a great step up. I've enjoyed every aspect of the game. This game is the best animal crossing game to date. People who are review bombing because they can't have seperate islands per switch are just being childish. The game wants to create that social experience and that decision is a creative one. I personallyI haven't played animal crossing since Wild World on DS. This game is HD and a great step up. I've enjoyed every aspect of the game. This game is the best animal crossing game to date. People who are review bombing because they can't have seperate islands per switch are just being childish. The game wants to create that social experience and that decision is a creative one. I personally and glad that it's limited one island per switch. Get the game, you won't regret it.… Expand",3/20/20
10,Doublematt23,People are over reacting amazing single player meh multiplayer simple Nintendo has meh multiplayer,3/20/20
9,BennyFastFeet,"Wonderful game, my first Animal Crossing. Nintedo Switch graphics are stunning. A lot like Stardew Valley, but more Nook! However, please let me pick up multiple items at once!",3/20/20
10,AmiigoCD,"Unique concept, pacing and vibe. A true open world game where you dictate the pace and even the plot. One of the all time great games.",3/20/20
10,aperoll,"Imagine rating it one star simply because you don't like one design choice. As if all of the good was completely wiped out simply because you can only have one island.It sucks that that's the case, but at the same time the game is fantastic. I mean, it's the best animal crossing experience so far. You'll love it.",3/20/20
10,BabaYega,"Carismático, relaxante, e com um esmero absoluto.Um carinho absurdo da Nintendo nesta obra.Obrigatório.",3/20/20
10,eliasstosve,Made a metacritic account just to give this game a 10/10Today is the day my Animal Crossing addiction began.,3/20/20
10,Obamaprism,"Great game, beautiful graphics, lots of heart and soul was put into this game. I’ve already spend hours just fishing that’s how good it is. It’s a good game for new and old fans.",3/20/20
10,Adikia,"Ive seen a lot of these reviews saying, why is there only one island per switch. This was told to us way before the release, another thing, Anyone reading this debating whether or not to get it, please take the editors review more serious than these ones, as theres a group of Facebook switch members downrating the game on purpose, because they want another game to be higher rated :)",3/20/20
9,Veodok,Super fun! Would recommend to any animal crossing fan! The island progression is really fun to go through and the book miles tasks are really engaging!,3/20/20
10,SprinkleBunn,Best animal crossing game. Just everything I wanted for so so long. As a big animal crossing fan I'm giving this the yes.Can't wait to experience so much more.,3/20/20
10,supman,Best animal crossing game of all time. This is so beautiful. So comfy. Yeap GOTY.,3/20/20
10,Animalhorizons,Best animal crossing game to dateI understand that it’s only one island per console but Nintendo might change that very soon as the production team of animal crossing are very passionate towards their games,3/20/20
10,chokkaku,"I love animal crossing and this is the best titleeverything is beautiful, everything is improved, and every animal crossing fan needs to play just say that.for people who are saying that nintendo didn't warn about being an island by nintendo switch, it's a lie, everything was warned, we even had a nintendo direct of animal crossing talking about everything in the game.",3/20/20
10,flori_vld,The long awaited hype for the sequel to Animal Crossing New Leaf has been met!The short delay was well worth it and I'm happy Nintendo took their time!,3/20/20
10,Sychgeet,"Animal Crossing was hardly ever a staunch local co-op game. The people who are rating this game 'ZERO' for it only allowing one island are missing the point entirely, it's a feature intended for investments of familiarity. People expect every game these days to have every feature they've wanted from every game. The game excels on making your island feel like YOUR slice of paradise awayAnimal Crossing was hardly ever a staunch local co-op game. The people who are rating this game 'ZERO' for it only allowing one island are missing the point entirely, it's a feature intended for investments of familiarity. People expect every game these days to have every feature they've wanted from every game. The game excels on making your island feel like YOUR slice of paradise away from home. To dilute the game with multiple journeys defeats the point. Your visitors are treated as such because it's your town.Anyway, this is the Animal Crossing game to get stuck into. It's a masterful work of comfort and relaxation, should you be a fan of magical simulation games, this is an obvious buy.… Expand",3/20/20
10,Fakers,"Очень хорошая игра, мне очень понравилась стилистика этой игры",3/20/20
10,Thomas0968,"Невероятная игра с уникальной атмосферой. Точнее то нужно для релакса в 2020!^_^Не понимаю тех, кто ставит это милой игре 0 баллов. У вас нет чувств!",3/20/20
10,lfnagata,"Vários jogos do Switch só podem ter um save, eu não sei pra que reclamar tanto",3/20/20
4,KC1994,"It’s a fun game, very reminiscent of the old Animal Crossing games. HOWEVER, the inability for users of the same switch to have different islands isn’t cool. In fact, only the first player on the switch can complete assignments from Tom Nook and other characters. Not even a second copy of the game will rectify this. The only way to rectify it is to buy another switch. Nintendo is beingIt’s a fun game, very reminiscent of the old Animal Crossing games. HOWEVER, the inability for users of the same switch to have different islands isn’t cool. In fact, only the first player on the switch can complete assignments from Tom Nook and other characters. Not even a second copy of the game will rectify this. The only way to rectify it is to buy another switch. Nintendo is being VERY GREEDY in limiting the game play like this. And for that reason, I give this game a 4.… Expand",3/21/20
10,EFYevan,"YES, the game starts slowly, but by day 3, I have had so much to do, I don't know what to do with all my time!  This is exactly the game the world needs right now.  Highly recommended, 10/10.",3/21/20
0,outrageousjoe,"The game is probably fine but you can't fully experience it if you are the second player on the same console. You are forced to live on the island of the player who first started the game. Even worse, you share resources. So player one collects all fruits, insects etc. and you stand there with nothing. This has to be the worst game design decision ever made. Until that is fixed I cannotThe game is probably fine but you can't fully experience it if you are the second player on the same console. You are forced to live on the island of the player who first started the game. Even worse, you share resources. So player one collects all fruits, insects etc. and you stand there with nothing. This has to be the worst game design decision ever made. Until that is fixed I cannot play and therefore not recommend the game. Shame on you Nintendo. Thats not family friendly at all.… Expand",3/21/20
1,XingJiNiuZai,"Perfect for one player. Coop sucks, but what KILLS the game is that you can essentially only have one player PER SWITCH. Your SO/sibling/kid will have to play on YOUR island on YOUR profile.I cannot think of a single other home console game with this limitation. Not being able to share this with my family makes it a return.",3/21/20
0,Taylo226,"This game is just further proof that Nintendo refuses to understand what people want from an online experience. Only one island, combined with whoever leads gets all the items picked up. Bottom line is if your not leading your not progressing.",3/21/20
0,Yourmumsbills,"I like many people and  across several platforms, share my switch with my partner. practically  Locking the game to one user per console is absolutely disgusting. That's all ther is to say.",3/21/20
3,bat201,"i'll update my review as I play. but mannnn this game is boring.2 hours into the game and I got a house... that's all I feel like I accomplished. Games are supposed to bring some short of enjoyment, whether it be story, graphics or gameplay... This has none of that so far.... Just kill me now please.......",3/21/20
9,Kazem,"The game is almost perfect! I must say that the only flaw is really the fact that you can only have one island, (many review bomb confirm that) but other thant that, the game is perfect! Can't wait to put 100 more hours in it!",3/21/20
9,Operation-Z,"So far of what I played, I don’t think it deserves all the hate it gets, however some of the problems especially early on can be a huge dealbreaker to some such as 1 island per user, co-op, and the fact that it starts off super slowly, which could turn off new fans. Also why do you get hourly music later in the game? Hearing the same track for the whole day gets really irritating. Also ISo far of what I played, I don’t think it deserves all the hate it gets, however some of the problems especially early on can be a huge dealbreaker to some such as 1 island per user, co-op, and the fact that it starts off super slowly, which could turn off new fans. Also why do you get hourly music later in the game? Hearing the same track for the whole day gets really irritating. Also I don’t really like the piece of music, but that is a me problem. Hopefully Nintendo listens and fixes some of these issues. Overall, I highly recommend this game. Gorgeous graphics, fun and addicting gameplay, and the amazing charm the series is best known for.… Expand",3/21/20
10,AGoodGame,"This is a Masterpiece of A life simulation getaway, my only gripe with this game is how it very restrictive with the Multiplayer with Friends and Family, but for me  this is a game that I mostly play by myself, and it's honestly the definitive Animal Crossing fixing alot of the issues from Other titles and expanded upon the mechanics that they established. I Love This Game.",3/21/20
9,JonesCanada,"Early play review: the first 8 hours are great.  We have 2 players on our system and in my opinion as long as you have the primary player set up the island it works great.  My wife has about 8 hours in the game, I have about 6.Sharing an Island thoughts:So far we both find it excellent and have had no issues with sharing an Island.  I should qualify the review by stating that IEarly play review: the first 8 hours are great.  We have 2 players on our system and in my opinion as long as you have the primary player set up the island it works great.  My wife has about 8 hours in the game, I have about 6.Sharing an Island thoughts:So far we both find it excellent and have had no issues with sharing an Island.  I should qualify the review by stating that I played the GameCube version extensively and put some 80 hours into the 3DS version so I haven't played all iterations of the game.  Still, I have no issues with two people sharing an island as long as the primary player initiates it so player 2, 3 and 4 aren't held back.I always enjoyed the shared experiences of animal crossing.  How one player would teach the computer characters specific words.  You and your siblings arguing over who ran over all the flowers.  Competing to get rare fossils first.  To me that was the fun of the game.  Personally, I think so long as you aren't a control freak this is more fun forcing multiple players into a shared space.Actual Game Review:I love it.  To anyone who has played the game before this is a natural progression.  If you feel you are ready for a new instalment it appears to have everything you would want.  If you haven't played before you need to be prepared for what the actual game is.  Professional reviews would describe it more articulately but it is a basic communication game.  This may sound like one of those mobile games where you have to play every few hours to harvest stuff and trade things but the design predates that genre by several years.  Animal Crossing is a game where you basically hang out on an island with NPC's who you chat with and just hang out.  They are like virtual friends.  They learn your speech and are happy to see you.  You gradually develop the island by changing the landscape and adding little customizations all around.  These are all small almost mindless tasks but it gives you a felling of touching up your home.  You can also visit friends islands which is much easier in the modern age of the internet than it use to be.  It is all fun in a passive sort of way.  The game is ideally played for around 15 to 30 min a day every day for years.  You do a few tasks and watch how the world changes with the seasons and holidays.  Slowly collecting things and changing the world.  I imagine some of the negative reviews are people trying to marathon the game because they are stuck inside due to the virus outbreak.  You can play for hours a day but that probably isn't the best way to enjoy things as the game clock is part of what drives progress.  If these things sound pleasant and fun you might like it.  Animal Crossing really is an acquired taste but I am happy to say that the format still has life left in it after all these years.… Expand",3/21/20
8,giacomoch,"It’s a great game, short of giving it a 10 because the save file stuff is crap.",3/21/20
0,dlwatso15,"I want to preface this by saying I do enjoy this game when playing single player. The only problem is I play with my wife and anyone who wants to play this game with one or more people will have a horrible time. Couch co op in New Horizons might be the worst co op I have every played in any video game. Anyone who is not player 1 is unable to access their inventory, interact with villagersI want to preface this by saying I do enjoy this game when playing single player. The only problem is I play with my wife and anyone who wants to play this game with one or more people will have a horrible time. Couch co op in New Horizons might be the worst co op I have every played in any video game. Anyone who is not player 1 is unable to access their inventory, interact with villagers or even go into buildings. How can a game have local multiplayer without split screen in 2020? It’s pathetic and it shows how low Nintendo will go to sell more consoles. If it wasn’t for this the game would be rated much higher but this is a definite deal breaker. You dun goofed, Nintendo.… Expand",3/21/20
10,CowboyBeepboop,"I will surely sink lots of time in this game. Do not see any problem with the restriction (one console - one island), just buy your wife/kid a Switch.",3/21/20
0,Supernatastic,"Very upset about this game. Loading times too long, I don't like waiting 10 seconds everytime I leave a tent. I hate the noises the characters make when they speak. But the worst part of all. MY SHARED CONSOLE MEANS ONLY 1 PERSON CAN PLAY THIS GAME. I share a switch with my boyfriend and because of the one island per console bull crap we basically can't both play it without one personVery upset about this game. Loading times too long, I don't like waiting 10 seconds everytime I leave a tent. I hate the noises the characters make when they speak. But the worst part of all. MY SHARED CONSOLE MEANS ONLY 1 PERSON CAN PLAY THIS GAME. I share a switch with my boyfriend and because of the one island per console bull crap we basically can't both play it without one person having severely lacking boring and depressing game play. So I've let him have it. I'm very upset that a 60 dollar game only allows one save and not allowing separate games for separate profiles. Will NEVER buy another animal crossing. This was my first animal crossing ever and I'm glad I never bought any of the previous. They don't deserve my money.… Expand",3/21/20
10,Ayylice,"Game getting review bombed over nitpicks and small inconveniences, sounds about metacritic.",3/21/20
10,Taiyuabi,"It's beautiful, is definitely more than I was expecting.I can't wait for the upcoming events!",3/21/20
10,Ellinov,Having a total blast so far! All the animals are adorable and the music is soft and calming. My friend visited my town and we played instruments together for like 10 minutes. This was definately the kind of sit back and relax kind of game it was hyped up to be.,3/21/20
10,Mikyto,"Animal Crossing is an absolutely perfect game in all areas. I beg you, dear reader, ignore the entitled nature of the negative reviews. The decision to limit players to a single island has been made for artistic purposes and was very well communicated to the playerbase before they could have made their purchase. At the end of the day the Nintendo Switch and Nintendo Switch Lite consolesAnimal Crossing is an absolutely perfect game in all areas. I beg you, dear reader, ignore the entitled nature of the negative reviews. The decision to limit players to a single island has been made for artistic purposes and was very well communicated to the playerbase before they could have made their purchase. At the end of the day the Nintendo Switch and Nintendo Switch Lite consoles are portable devices that most of the time support only one player. Expecting anything else is straight entitlement.In the graphical department Animal Crossing: New Horizons is astonishingly amazing. It's gorgeous to look at. The gameplay is fantastic and a lot of fun. This is exactly the game needed to let go and relax during these hard times.… Expand",3/21/20
10,dagallas,"I love the animal crossing series, and ACNH is a perfect addition! Countless islands to explore and everything looks great, lots to do and it is so relaxing just chilling on your personal island. Definitely pick this one up if you enjoy relaxation and fun.",3/21/20
10,BadrGaieb,"This is 100% the best AC experience so far Ignore the 0s given by stupid people out here, the game is amazing",3/21/20
10,Munchie03,By far one of the most charming games of 2020. The game offers a variety of tasks and adventure to explore with its new deserted island theme. The DIY crafting mechanic allows you to build new items instead of buying them like in past game and offers new uses for existing material on your island. The characters are charming and have unique personalities that keep the game refreshing.,3/21/20
9,gabrielthorn,"This is a personal experience. Relaxing game, although the pace is a little too slow sometimes.",3/21/20
10,NatJacks,"Absolutely loving the game so far, I love how it's equal amounts of hand-holding and letting you do whatever you want. Can't wait to play this for many years like the previous games. But Nintendo really needs to add more than one island per switch...",3/21/20
10,keecommander,"Mucho mejor que new Leaf, es Genial como te mantienen ocupado con los tickets, en verdad hay gente que se queja por que debe pasar dias reales para hacer cosas, ¿Acaso solo compraron el juego por el mame?",3/21/20
9,hime,"Я не знаю как, но эта игра меня не отпускает совсем.",3/21/20
10,DrLightning,"New horizons is charming, has great music, and brings new ideas to the series without messing with the animal crossing identity.",3/21/20
10,AB6785,"I honestly think that this is one of the best games I’ve ever played. There is so much attention to detail with this. I hope that they continue to update everything as time goes on to add even more content.My only issues with the game so far are:- It’s slow to start so do everything you can and then skip your clock forward until you have the full museum and the store.- The cut scenesI honestly think that this is one of the best games I’ve ever played. There is so much attention to detail with this. I hope that they continue to update everything as time goes on to add even more content.My only issues with the game so far are:- It’s slow to start so do everything you can and then skip your clock forward until you have the full museum and the store.- The cut scenes when people join and leave your island are annoying after a while and are far too long.- The island tours need to provide more of a benefit because if you have enough friends, you likely will have all of the fruit anyway.… Expand",3/21/20
9,RyanElliott,"This game is pretty good,  it's good to see animal crossing back at it's feet (after that one garbage game on the wii u) the games charming, funny sometimes. and just everything animal crossing.",3/21/20
0,ONEIsland,"It's been said 100 times already...but one Island per switch is straight trash. The gamecube version did better than this. How can you take such a big step back cheating the core of your fanbase- young families who grew up with this game & now have partners, kids?! I don't understand this, even looking at the business side. No one is going to buy this, if they have anyone else in houseIt's been said 100 times already...but one Island per switch is straight trash. The gamecube version did better than this. How can you take such a big step back cheating the core of your fanbase- young families who grew up with this game & now have partners, kids?! I don't understand this, even looking at the business side. No one is going to buy this, if they have anyone else in house that wants to play. CO-OP is garbage as well.… Expand",3/21/20
10,YoSahop,This game is extremely addicting and time consuming. Especially during COVID lockdown. Very advanced and chill. Highly recommend.,3/21/20
10,adrianojimenes,"This review contains spoilers, click expand to view.                                                                                            Animal Crossing: New Horizons é sem dúvida o maior jogo que chegará ao Nintendo Switch este ano, chega como o mais novo lançamento de uma série amada.  Realmente vale todo o hype! Vamos mergulhar e descobrir mais o que tem a oferecer!… Expand",3/21/20
10,konus43,The best animal crossing game so far. I love the beautiful graphics and everything,3/21/20
10,Elboo,"great game great fun, its colourful and chill i like it a lot, perfect for 31 years old guy (me)",3/21/20
10,ReviewMike,"Animal Crossing New Horizons is an amazing game by all accounts. The graphical presentation is superb, so the gameplay. Now it is absolutely impossible to rate an Animal Crossing game based on only 2-3 days of play.",3/21/20
10,HardpointShadow,Wonderful game to just sit down and relax with. Beautiful visuals and a great aoundtrack.,3/21/20
5,MintyEthan,Why one island per switch? That’s so stupid and that doesn’t work for families who share a switch. That’s awful,3/21/20
10,SkrubzLeaderYT,"Amazing game, perfectly crafted for an extremely enjoyable and relaxing single player experience. It's been 7 years since a mainline Animal Crossing, and this perfectly revives the series from its grave of spin offs. If people are complaining about a single island per console, or a stripped down version of other family members villagers, the game has normally had a lesser experience forAmazing game, perfectly crafted for an extremely enjoyable and relaxing single player experience. It's been 7 years since a mainline Animal Crossing, and this perfectly revives the series from its grave of spin offs. If people are complaining about a single island per console, or a stripped down version of other family members villagers, the game has normally had a lesser experience for new villagers, because they did not FOUND THE ISLAND. About the single island, it was announced long before and is disappointing, but doesn't break and ruin the game.The graphics are lovely, and every little detail is crafted for a long running fan of the series, like a love letter to us. By far the best Animal Crossing of all time.… Expand",3/21/20
10,MallRat15,"Never played an Animal Crossing game before this one, and I wish I Had. Being as I am the only one in my house to use the Switch I can say this game is fantastic. So much to do, everything completely customizable and a huge island to work with. For me it is very hard to put this game down. I can see the bad reviews by many people as the one Island per switch is very dumb, but being as itsNever played an Animal Crossing game before this one, and I wish I Had. Being as I am the only one in my house to use the Switch I can say this game is fantastic. So much to do, everything completely customizable and a huge island to work with. For me it is very hard to put this game down. I can see the bad reviews by many people as the one Island per switch is very dumb, but being as its only me I am rating the game for what it is and that is a Masterpiece.… Expand",3/21/20
10,bkbckaebkcj,All what was good in Animal Crossing is right now even more thrilling and fantastic. a 10/10 easy,3/21/20
10,lankgod,"This game is so goddamn good. The additions flesh out stuff that has existed since the first Animal Crossing but has felt underutilized in the past. The Nook Miles incentives give it a kind of mobile game feel, but without predatory monetization in place (yet?). The progression is very natural so far and I have total faith after just a couple days of gameplay that this game will beThis game is so goddamn good. The additions flesh out stuff that has existed since the first Animal Crossing but has felt underutilized in the past. The Nook Miles incentives give it a kind of mobile game feel, but without predatory monetization in place (yet?). The progression is very natural so far and I have total faith after just a couple days of gameplay that this game will be generous, chill as hell, and enjoyable for a very long time. Anyone who can't vibe with this is a straight-up hater (or maybe you just don't like crafting in games, which is fair).… Expand",3/21/20
10,shishibosslv100,esta buenardo ya que es super adictico y divertido amigo las mejores rimas en mi reviews,3/21/20
9,dangerswlf,"dont listen to any of the 0/10's those guys have no idea how scoring games works, I havent played the game but im just here to help the other people who wanna see if the game is good or not, the game is DEFINITELY a great game that is a must buy, it is fantastic, but you can only have one island per console, but keep in mind it was like this for new leaf as well and me and my sister weredont listen to any of the 0/10's those guys have no idea how scoring games works, I havent played the game but im just here to help the other people who wanna see if the game is good or not, the game is DEFINITELY a great game that is a must buy, it is fantastic, but you can only have one island per console, but keep in mind it was like this for new leaf as well and me and my sister were able to enjoy this game completely fine on one 3ds console, the way this game works is no different, people are only mad that the other people that wanna play would have a downgraded experience since they cant change much in the village, while I do agree that they should've fixed this since the switch unlike the 3ds, is capable of having multiple accounts, while on the 3ds there are no accounts, it is only one game and one save file and when you start playing you choose your villager, it was a missed opportunity, I wish they wouldve made it so on the switch, each account has its own village and if people want to share a village they make their own villager in that account and if they want their own village they go in another account, but its definitely something ive experienced before, but back then a 3ds was pretty much the same price as a switch lite now, so if you want them to have their own console and their own village just get them a switch lite, people probably did that with the 3ds so why not with the switch? when I played on the 3ds I was the mayor and my sister was a villager and she enjoyed the game almost as much as I did. so the people with 0/10 are outright dumb cause one flaw in a game shouldnt change it from a 10/10 to a 0/10 that just makes no sense, besides, if youre forever alone or if youre the only one in your house that wants to play the game, it would most likely be a 10/10 for you, so if you like animal crossing games or stardew valley, this is a must buy.… Expand",3/21/20
0,Kloz,"Only 1 island per switch... come on... if someone else in your home wants to play this game they are restricted to the island of the first account to play, so that destroy the experience to the second player.",3/21/20
0,GIVEMETWOMAPS,This is the evolution of Ninendo making you buy two copies of pokemon. If this doesn't get fixed I'm ready for a class action lawsuit,3/21/20
2,melkorsmaia,"Don't get if you plan on using the switch as it was intended, aka a portable console you can use while you travel, because surprise surprise nintendo is so overbearing that holidays will be released as updates that you need internet to install AND to play. Good job nintendo, you really got those evil time travelers that were SERIOUSLY cutting into your bank- oh wait, time traveling affectsDon't get if you plan on using the switch as it was intended, aka a portable console you can use while you travel, because surprise surprise nintendo is so overbearing that holidays will be released as updates that you need internet to install AND to play. Good job nintendo, you really got those evil time travelers that were SERIOUSLY cutting into your bank- oh wait, time traveling affects no one but the player who might otherwise not be able to play due to travel/work/school.Game feels unfinished, hundreds of items cut, many characters cut (so no point to the amiibo features to get your fave villagers unless you're lucky), swimming/gyroids/paintings/99% of special npcs cut, everywhere you look theres cut content that we get to hopefully wait for nintendo to drip feed us while a chorus of people repeat that HEY. This next update in a week/a month/a year MIGHT be the one that gives us a few more basic features. MAYBE you should just stop complaining since now theres SO many new things like...oh wait, the furniture placement stuff is from hhd, and crafting furniture from harvested material to place outside is from pocket camp so. nothing new except this stick i can use to cross rivers i guess.-2 points for unfinished game at launch, -2 cut content over all, & -3 for nintendos controlling attitude & fans acting like just because they personally didn't LOVE a feature/got lucky the things they liked are in game means the cuts dont matter. 3 remaining are for graphics, which are a vast improvement from other installments.… Expand",3/21/20
10,Ofdas23,"It’s great! Nothing else to say more to describe the game. You always have something to do. You always can relax at the beach listening to the game‘s beautiful OST. Great, it indeed is a must play!",3/21/20
10,mariocardenasg,"Nintendo lo ha vuelto a hacer, Animal Crossing New Horizons es de lo mejor que puedes encontrar en Switch.",3/21/20
10,Chimba84,Great game. Slowly teaches you what to do and makes it more fun then a chore.,3/21/20
10,danwass,"Amazing game as a singleplayer experience. The couch coop leaves a lot to be desired, but this is an addition that Nintendo never needed to add.That being said, this does not warrant the countless 0/10 reviews people are throwing around. Another failing part of the rating system that is metacritic.",3/21/20
3,jahan,The one island per switch is way of an issue than I'd thought it would be. Others not being able to progress since I haven't played it enough makes it less fun for both them and me.,3/21/20
10,Goodnightmoon,"What's wrong with people here? All this outrage for the 1 Switch = 1 Island is nonsense, first of all Nintendo was very clear about this so people acting surprised about it have only themself to blame, but also every single Animal Crossing before was like this, so how is possible the best one of the series is the one getting bombed? Ridiculous. If you are the secondary player you still getWhat's wrong with people here? All this outrage for the 1 Switch = 1 Island is nonsense, first of all Nintendo was very clear about this so people acting surprised about it have only themself to blame, but also every single Animal Crossing before was like this, so how is possible the best one of the series is the one getting bombed? Ridiculous. If you are the secondary player you still get like 90% of the experience and you are supposed to talk with your family and organize yourselves to make the important choices and share the resources, how is this so hard? And how is people judging the gameplay experience so negatively after just 1-2 days of gameplay? This game is not designed to be fully enjoyed on a couple of days. Grow up, the game is fantastic so far.… Expand",3/21/20
10,REDSAUCE,"This game is amazing.I'm a fan of animal crossing serise.When I heard new animal crossing in switch, I'm worried because previous game is very good.However, This game is really good.must play.",3/21/20
9,Master__,the critics on animal crossing new horizons are I find that people are just not happy because there is only one island for me it is not a problem I but 9 because it just a little bug on my part but otherwise the game is awesome!,3/21/20
10,Deibit1983,10/10 si juegas te enganchas como nunca a otro juego. Mejorando AC NEW LEAF,3/21/20
4,SibSkullcracker,"Unfortunately I have to rate this game twice lower. For a single player this is game is nice but it’s totally not recommended for a household with one console. You can only have ONE ISLAND PER SWITCH and only the first user to start the game - the founder - gets full experience. The rest can get no quests, no proper interactions with NPCs and are limited in many other ways, such as theUnfortunately I have to rate this game twice lower. For a single player this is game is nice but it’s totally not recommended for a household with one console. You can only have ONE ISLAND PER SWITCH and only the first user to start the game - the founder - gets full experience. The rest can get no quests, no proper interactions with NPCs and are limited in many other ways, such as the progress of the founder. You also have to share all the resources. I don’t see anything relaxing or social in this, only disappointment.I hope Nintendo will fix this and do it ASAP. It’s totally inappropriate and inhuman to make people buy an extra console and I think no one in the right mind is going to do so.… Expand",3/21/20
4,heyGuysItsPete,"It's a solid 7/10 cute little game for killing time on a chill island, but only one person per console gets to fully experience the game.  It's designed to push you to buy a second switch.",3/21/20
10,Nico85,"This is a great entry for the Animal Crossing Franchise. The single player experience is just fantastic. I can’t wait to see what other players will do with their islands. I’m loving it, it’s fun, quirky and most of all very relaxing. To answer all the criticism coming from those who gave the game ZERO as a score: true, the one island per console is a very weird choice but it was saidThis is a great entry for the Animal Crossing Franchise. The single player experience is just fantastic. I can’t wait to see what other players will do with their islands. I’m loving it, it’s fun, quirky and most of all very relaxing. To answer all the criticism coming from those who gave the game ZERO as a score: true, the one island per console is a very weird choice but it was said soooo many times and it’s written on the box as well. Read a review, a faq, watch a video on YouTube before you buy! You have no one else to blame but yourself if you bought something without gathering the (readily available) and necessary information.… Expand",3/21/20
0,ThisGameSucks_1,"For those saying we don't understand animal crossing was always 1 island, THAT IS NOT THE POINT. I fully support the idea of having 1 island, the point is that player 2 is extremely limited (I can't even get an axe as player 2), and cannot progress without player 1 finishing everything. Player 2 can't craft certain items, can't build, can't make decisions, need I say more? All I'm doing asFor those saying we don't understand animal crossing was always 1 island, THAT IS NOT THE POINT. I fully support the idea of having 1 island, the point is that player 2 is extremely limited (I can't even get an axe as player 2), and cannot progress without player 1 finishing everything. Player 2 can't craft certain items, can't build, can't make decisions, need I say more? All I'm doing as player 2 is paying off my debt to tom nook. Don't know if Nintendo did this on purpose to buy another console, or if they actually dropped the ball on this one.Only buy this game if you play alone, or plan on buying multiple consoles and games.… Expand",3/21/20
10,Earthquakemass,"Pretty fun game. Relaxing, adorable, and simple. I dont see why people are coming in a review bombing it with 0's metacritic should do somthing about this because its really becoming a problem.",3/21/20
3,matthewia94,If you're planning to play with more than one person the second player is really more of an afterthought. They get their own house and items but they can't progress the story and actually miss out on some of the interactions. The game seems really fun but it is incredibly greedy to not allow both players to have a full experience without owning additional switches.,3/21/20
